Player,Team,Pos,Injury,Status,Est. Return
Micah Kiser,FA,LB,Leg,Questionable,Subscribers Only
Malik Knowles,MIN,WR,Undisclosed,NFI-R,Subscribers Only
Dawson Knox,BUF,TE,Quadriceps,Questionable,Subscribers Only
Malcolm Koonce,LV,DE,Groin,Questionable,Subscribers Only
Doug Kramer,CHI,C,Undisclosed,IR,Subscribers Only
Jake Kumerow,FA,WR,Back,Questionable,Subscribers Only
Jordan Kunaszyk,CLE,LB,Knee - MCL,IR,Subscribers Only
Cooper Kupp,LAR,WR,Hamstring,IR-R,Subscribers Only
William Kwenkeu,MIN,LB,Undisclosed,IR,Subscribers Only
Bruno Labelle,FA,TE,Undisclosed,Questionable,Subscribers Only
Chris Lacy,FA,WR,Undisclosed,Questionable,Subscribers Only
Dayan Lake,FA,CB,Undisclosed,Questionable,Subscribers Only
Forrest Lamp,FA,OG,Undisclosed,Questionable,Subscribers Only
Jarvis Landry,FA,WR,Ankle,Questionable,Subscribers Only
Ted Larsen,FA,OG,Knee,Questionable,Subscribers Only
Scott Lashley,FA,OT,Undisclosed,Questionable,Subscribers Only
Cameron Latu,SF,TE,Knee - Meniscus,IR,Subscribers Only
DeMarvin Leal,PIT,DE,Concussion,Questionable,Subscribers Only
Cre'von LeBlanc,FA,CB,Undisclosed,Questionable,Subscribers Only
Jonathan Ledbetter,ARI,DE,Finger,Questionable,Subscribers Only
Darron Lee,FA,LB,Undisclosed,Questionable,Subscribers Only
Shane Lemieux,NYG,OG,Groin,Questionable,Subscribers Only
Matt Leo,PHI,DE,Undisclosed,Reserve-Ret,Subscribers Only
Titus Leo,IND,DE,Undisclosed,IR,Subscribers Only
Deane Leonard,LAC,CB,Hamstring,Questionable,Subscribers Only
Shaquille Leonard,IND,LB,Groin,Questionable,Subscribers Only
Jason Lewan,FA,DE,Back,Questionable,Subscribers Only
Taylor Lewan,FA,OT,Knee - ACL,Questionable,Subscribers Only
Damien Lewis,SEA,OG,Ankle,Questionable,Subscribers Only
Donnie Lewis,FA,CB,Undisclosed,Questionable,Subscribers Only
Tommylee Lewis,FA,WR,Hip,Questionable,Subscribers Only
Tyquan Lewis,IND,DE,Knee,Questionable,Subscribers Only
Corey Linsley,LAC,C,Illness,NFI-R,Subscribers Only
Greg Little,FA,OT,Back,Questionable,Subscribers Only
Devin Lloyd,JAX,LB,Thumb,Out,Subscribers Only
P.J. Locke,DEN,S,Lower Leg,IR-R,Subscribers Only
David Long,LV,CB,Ankle,Questionable,Subscribers Only
Greg Long,FA,OT,Undisclosed,Questionable,Subscribers Only
Hunter Long,LAR,TE,Thigh,IR,Subscribers Only
Bryce Love,FA,RB,Knee,Questionable,Subscribers Only
John Lovett,FA,FB,Undisclosed,Questionable,Subscribers Only
Abraham Lucas,SEA,OT,Knee,IR,Subscribers Only
Darrell Luter,SF,CB,Knee,PUP-R,Subscribers Only
Frankie Luvu,CAR,LB,Hip,Questionable,Subscribers Only
Blake Lynch,FA,LB,Undisclosed,Questionable,Subscribers Only
James Lynch,MIN,DT,Knee - ACL,IR,Subscribers Only
Alize Mack,FA,TE,Undisclosed,Questionable,Subscribers Only
Ledarius Mack,FA,LB,Undisclosed,Questionable,Subscribers Only
Marlon Mack,ARI,RB,Achilles,IR,Subscribers Only
Avonte Maddox,PHI,CB,Pectoral,IR,Subscribers Only
Cole Madison,FA,OG,Knee - ACL,Questionable,Subscribers Only
Cassius Marsh,FA,LB,Knee,Questionable,Subscribers Only
Kamal Martin,FA,LB,Undisclosed,Questionable,Subscribers Only
Koda Martin,FA,OG,Undisclosed,Questionable,Subscribers Only
Marcus Martin,FA,C,Undisclosed,Questionable,Subscribers Only
Wes Martin,FA,OG,Concussion,Questionable,Subscribers Only
Ochaun Mathis,LAR,LB,Knee,IR-R,Subscribers Only
Phidarian Mathis,WAS,DT,Calf,IR,Subscribers Only
Jesse Matthews,HOU,WR,Knee - ACL,IR,Subscribers Only
Devonnsha Maxwell,CIN,DT,Knee,IR,Subscribers Only
Marcus Maye,NO,S,Suspension,Reserve-Sus,Subscribers Only
Mac McCain,FA,CB,Undisclosed,Questionable,Subscribers Only
Marquan McCall,FA,DT,Knee,Questionable,Subscribers Only
Tucker McCann,FA,K,Undisclosed,Questionable,Subscribers Only
Conor McDermott,FA,OT,Undisclosed,Questionable,Subscribers Only
Codey McElroy,FA,TE,Foot,Questionable,Subscribers Only
Micah McFadden,NYG,LB,Ankle,Questionable,Subscribers Only
Anthony McFarland,PIT,RB,Knee,IR,Subscribers Only
Kyric McGowan,FA,WR,Undisclosed,Questionable,Subscribers Only
Kenny McIntosh,SEA,RB,Knee,IR,Subscribers Only
Marcus McKethan,NYG,OG,Knee,Questionable,Subscribers Only
Anthony McKinney,FA,OT,Undisclosed,Questionable,Subscribers Only
J.D. McKissic,FA,RB,Neck,Questionable,Subscribers Only
Sherrick McManis,FA,S,Hamstring,Questionable,Subscribers Only
Kyler McMichael,ARI,CB,Undisclosed,IR,Subscribers Only
Raekwon McMillan,NE,LB,Achilles,IR,Subscribers Only
Zech McPhearson,PHI,CB,Achilles,IR,Subscribers Only
Tony McRae,FA,CB,Knee,Questionable,Subscribers Only
Montrel Meander,FA,LB,Achilles,Questionable,Subscribers Only
Steven Means,FA,LB,Achilles,Questionable,Subscribers Only
Obi Melifonwu,FA,S,Undisclosed,Questionable,Subscribers Only
Nicolas Melsop,FA,OG,Undisclosed,Questionable,Subscribers Only
Forrest Merrill,FA,DT,Undisclosed,Questionable,Subscribers Only
John Metchie,HOU,WR,Illness,Questionable,Subscribers Only
Josh Metellus,MIN,S,Shoulder,Questionable,Subscribers Only
Sony Michel,LAR,RB,Undisclosed,Reserve-Ret,Subscribers Only
Ventrell Miller,JAX,LB,Achilles,IR,Subscribers Only
Von Miller,BUF,DE,Knee - ACL,PUP-R,Subscribers Only
Dax Milne,WAS,WR,Groin,IR,Subscribers Only
Elijah Mitchell,SF,RB,Knee,Questionable,Subscribers Only
Keaton Mitchell,BAL,RB,Shoulder,IR-R,Subscribers Only
Osirus Mitchell,FA,WR,Quadriceps,Questionable,Subscribers Only
Taquan Mizzell,FA,WR,Undisclosed,Questionable,Subscribers Only
Jovante Moffatt,FA,S,Undisclosed,Questionable,Subscribers Only
Donte Moncrief,FA,WR,Undisclosed,Questionable,Subscribers Only
Henry Mondeaux,FA,DE,Undisclosed,Questionable,Subscribers Only
Bryan Mone,SEA,DT,Knee - ACL,PUP-R,Subscribers Only
Ty Montgomery,NE,RB,Illness,Questionable,Subscribers Only
C.J. Moore,FA,S,Suspension,Reserve-Sus,Subscribers Only
Dan Moore,PIT,OT,Knee,Out,Subscribers Only
J'Mon Moore,FA,WR,Undisclosed,Questionable,Subscribers Only
Jalin Moore,FA,RB,Ankle,Reserve-Ret,Subscribers Only
Jaylon Moore,JAX,WR,Undisclosed,IR,Subscribers Only
Nick Moore,BAL,C,Achilles,NFI-R,Subscribers Only
Jimmy Moreland,FA,CB,Hand,Questionable,Subscribers Only
Mike Morris,SEA,DE,Shoulder,IR,Subscribers Only
Wanya Morris,KC,OT,Hip,Questionable,Subscribers Only
Emmanuel Moseley,DET,CB,Knee - ACL,Questionable,Subscribers Only
Morgan Moses,BAL,OT,Shoulder,Questionable,Subscribers Only
Jordan Mosley,FA,S,Undisclosed,Questionable,Subscribers Only
T.D. Moultry,FA,LB,Undisclosed,Questionable,Subscribers Only
Trayvon Mullen,BAL,CB,Toe,NFI-R,Subscribers Only
Nick Mullens,MIN,QB,Back,Questionable,Subscribers Only
Kyle Murphy,FA,OG,Ankle,Questionable,Subscribers Only
Chris Murray,FA,C,Undisclosed,Questionable,Subscribers Only
Kyler Murray,ARI,QB,Knee - ACL,PUP-R,Subscribers Only
Luke Musgrave,GB,TE,Concussion,Questionable,Subscribers Only
Chris Myarick,NYG,FB,Hand,IR,Subscribers Only
Jalen Nailor,MIN,WR,Hamstring,IR,Subscribers Only
Ryan Nall,FA,FB,Shoulder,Questionable,Subscribers Only
Hamsah Nasirildeen,NYJ,LB,Neck,IR,Subscribers Only
Isaac Nauta,FA,TE,Undisclosed,Questionable,Subscribers Only
Haggai Ndubuisi,FA,OT,Finger,Out,Subscribers Only
Evan Neal,NYG,OT,Hand,Questionable,Subscribers Only
Ryan Neal,TB,S,Concussion,Questionable,Subscribers Only
Sharrod Neasman,FA,S,Undisclosed,Questionable,Subscribers Only
Nik Needham,MIA,CB,Achilles,PUP-R,Subscribers Only
Matt Nelson,DET,OT,Ankle,IR,Subscribers Only
Nick Nelson,FA,CB,Undisclosed,Questionable,Subscribers Only
Lew Nichols,FA,RB,Shoulder,Questionable,Subscribers Only
Hardy Nickerson,FA,LB,Concussion,Questionable,Subscribers Only
Tre Nixon,NE,WR,Shoulder,IR,Subscribers Only
Elijah Nkansah,FA,OT,Undisclosed,Questionable,Subscribers Only
Desmond Noel,FA,OG,Undisclosed,Questionable,Subscribers Only
Quinn Nordin,FA,K,Undisclosed,Questionable,Subscribers Only
Jared Norris,FA,LB,Shoulder,Questionable,Subscribers Only
Andrew Norwell,FA,OG,Hip,Questionable,Subscribers Only
Joe Noteboom,LAR,OG,Groin,Questionable,Subscribers Only
Kene Nwangwu,MIN,RB,Back,IR,Subscribers Only
Nick O'Leary,FA,TE,Chest,Questionable,Subscribers Only
Leon O'Neal,FA,S,Undisclosed,Questionable,Subscribers Only
Efe Obada,WAS,DE,Knee,IR,Subscribers Only
Ifeadi Odenigbo,NYJ,DE,Undisclosed,IR,Subscribers Only
Chris Odom,FA,DE,Knee - ACL,Questionable,Subscribers Only
Otito Ogbonnia,LAC,DT,Kneecap,PUP-R,Subscribers Only
Adetokunbo Ogundeji,ATL,LB,Foot,IR,Subscribers Only
David Ojabo,BAL,LB,Ankle,IR,Subscribers Only
Azeez Ojulari,NYG,LB,Hamstring,Questionable,Subscribers Only
Julian Okwara,DET,DE,Knee,IR-R,Subscribers Only
Sewo Olonilua,FA,FB,Neck,Questionable,Subscribers Only
Charles Omenihu,KC,DE,Suspension,Reserve-Sus,Subscribers Only
Joshua Onujiogu,SEA,LB,Elbow,IR,Subscribers Only
Amani Oruwariye,FA,CB,Neck,Questionable,Subscribers Only
Joe Ostman,FA,DE,Undisclosed,Questionable,Subscribers Only
DeMarvion Overshown,DAL,LB,Knee - ACL,IR,Subscribers Only
Odafe Oweh,BAL,LB,Ankle,Questionable,Subscribers Only
Tanner Owen,FA,OT,Illness,Questionable,Subscribers Only
Alex Palczewski,DEN,OT,Hand,IR,Subscribers Only
Andrew Parchment,FA,WR,Undisclosed,Questionable,Subscribers Only
Donald Parham,LAC,TE,Wrist,Questionable,Subscribers Only
AJ Parker,FA,CB,Hamstring,Questionable,Subscribers Only
Brandon Parker,FA,OT,Undisclosed,Questionable,Subscribers Only
Micah Parsons,DAL,LB,Knee,Questionable,Subscribers Only
Josh Paschal,DET,DE,Knee,IR,Subscribers Only
Tim Patrick,DEN,WR,Achilles,IR,Subscribers Only
Kwity Paye,IND,DE,Concussion,Questionable,Subscribers Only
Andrus Peat,NO,OG,Concussion,Questionable,Subscribers Only
John Penisini,FA,DT,Undisclosed,Questionable,Subscribers Only
Jordan Perryman,FA,CB,Undisclosed,Questionable,Subscribers Only
Tautala Pesefea,FA,DT,Undisclosed,Questionable,Subscribers Only
Dante Pettis,FA,WR,Undisclosed,Questionable,Subscribers Only
La'Michael Pettway,FA,TE,Undisclosed,Questionable,Subscribers Only
Kyle Philips,TEN,WR,Knee - MCL,IR-R,Subscribers Only
Jacob Phillips,CLE,LB,Pectoral,IR,Subscribers Only
Jaelan Phillips,MIA,LB,Oblique,Questionable,Subscribers Only
Kevin Pierre-Louis,FA,LB,Groin,Questionable,Subscribers Only
Ross Pierschbacher,FA,C,Undisclosed,Questionable,Subscribers Only
Jared Pinkney,FA,TE,Undisclosed,Questionable,Subscribers Only
Danny Pinter,IND,C,Ankle,IR,Subscribers Only
Derrek Pitts,TB,CB,Hamstring,Questionable,Subscribers Only
Ethan Pocic,CLE,C,Knee,Questionable,Subscribers Only
Quentin Poling,FA,LB,Undisclosed,Questionable,Subscribers Only
Elijah Ponder,FA,LB,Undisclosed,Questionable,Subscribers Only
Troymaine Pope,FA,RB,Undisclosed,Questionable,Subscribers Only
Monte Pottebaum,FA,FB,Undisclosed,Reserve-Ret,Subscribers Only
Austin Proehl,FA,WR,Undisclosed,Questionable,Subscribers Only
Mike Purcell,DEN,DT,Ribs,Questionable,Subscribers Only
Scott Quessenberry,HOU,C,Knee - ACL + MCL,IR,Subscribers Only
Brent Qvale,FA,OT,Undisclosed,Questionable,Subscribers Only
Trey Ragas,FA,RB,Undisclosed,Questionable,Subscribers Only
Reggie Ragland,FA,LB,Shoulder,Questionable,Subscribers Only
Bernhard Raimann,IND,OT,Concussion,Questionable,Subscribers Only
Charleston Rambo,FA,WR,Undisclosed,Questionable,Subscribers Only
Jalen Ramsey,MIA,CB,Knee - Meniscus,IR,Subscribers Only
Shane Ray,FA,DE,Hamstring,Questionable,Subscribers Only
Alex Redmond,FA,OG,Undisclosed,Questionable,Subscribers Only
Jalen Redmond,FA,DT,Undisclosed,Questionable,Subscribers Only
Chris Reed,MIN,OG,Lower Leg,NFI-R,Subscribers Only
D.J. Reed,NYJ,CB,Concussion,Questionable,Subscribers Only
Jarran Reed,SEA,DE,Shin,Questionable,Subscribers Only
Joe Reed,CHI,WR,Undisclosed,IR,Subscribers Only
Riley Reiff,NE,OT,Knee,IR-R,Subscribers Only
Nikko Remigio,KC,WR,Wrist,IR,Subscribers Only
Sam Renner,FA,DT,Undisclosed,Questionable,Subscribers Only
Sammis Reyes,JAX,TE,Concussion,Reserve-Ret,Subscribers Only
Josh Reynolds,DET,WR,Groin,Questionable,Subscribers Only
Ross Reynolds,FA,OG,Undisclosed,Questionable,Subscribers Only
Giovanni Ricci,CAR,TE,Shoulder,Questionable,Subscribers Only
Hassan Ridgeway,HOU,DT,Calf,IR,Subscribers Only
Curtis Riley,FA,S,Achilles,Questionable,Subscribers Only
Chauncey Rivers,FA,LB,Knee - ACL,Questionable,Subscribers Only
Tre Roberson,FA,CB,Concussion,Questionable,Subscribers Only
Aaron Robinson,NYG,CB,Knee - ACL + MCL,PUP-R,Subscribers Only
Rashard Robinson,FA,CB,Undisclosed,Questionable,Subscribers Only
Reggie Robinson,FA,CB,Undisclosed,Questionable,Subscribers Only
Wan'Dale Robinson,NYG,WR,Knee,Questionable,Subscribers Only
Aaron Rodgers,NYJ,QB,Achilles,IR,Subscribers Only
Bryce Rodgers,FA,DT,Undisclosed,Questionable,Subscribers Only
Isaiah Rodgers,PHI,CB,Suspension,Reserve-Sus,Subscribers Only
Richard Rodgers,FA,TE,Knee,Questionable,Subscribers Only
Chris Rodriguez,WAS,RB,Illness,Out,Subscribers Only
Armani Rogers,WAS,TE,Achilles,IR,Subscribers Only
Aldrick Rosas,FA,K,Undisclosed,Questionable,Subscribers Only
Daniel Ross,FA,DT,Undisclosed,Questionable,Subscribers Only
John Ross,FA,WR,Undisclosed,Reserve-Ret,Subscribers Only
Bunmi Rotimi,FA,DE,Foot,Questionable,Subscribers Only
Greg Rousseau,BUF,DE,Foot,Questionable,Subscribers Only
Christian Rozeboom,LAR,LB,Neck,Questionable,Subscribers Only
Jon Runyan,GB,OG,Ankle,Questionable,Subscribers Only
Chapelle Russell,PIT,LB,Undisclosed,IR,Subscribers Only
Christian Sam,FA,LB,Undisclosed,Questionable,Subscribers Only
Deebo Samuel,SF,WR,Knee,Questionable,Subscribers Only
Miles Sanders,CAR,RB,Groin,Questionable,Subscribers Only
Myjai Sanders,ARI,DE,Hand,IR,Subscribers Only
DJ Scaife,HOU,OT,Leg,IR,Subscribers Only
Sam Schlueter,FA,OT,Illness,Questionable,Subscribers Only
John Michael Schmitz,NYG,C,Shoulder,Questionable,Subscribers Only
Michael Schofield,FA,OG,Knee,Questionable,Subscribers Only
Anthony Schwartz,FA,WR,Hamstring,Questionable,Subscribers Only
Daniel Scott,IND,S,Knee - ACL,IR,Subscribers Only
Josiah Scott,FA,CB,Undisclosed,Out,Subscribers Only
Juice Scruggs,HOU,C,Hamstring,IR,Subscribers Only
Ricky Seals-Jones,FA,TE,Foot,Questionable,Subscribers Only
Adam Shaheen,FA,TE,Knee,Questionable,Subscribers Only
Liam Shanahan,FA,C,Undisclosed,Questionable,Subscribers Only
Tajae Sharpe,FA,WR,Undisclosed,Questionable,Subscribers Only
Brandon Shell,BUF,OT,Undisclosed,Reserve-Ret,Subscribers Only
Tyler Shelvin,FA,DT,Undisclosed,Questionable,Subscribers Only
Darrius Shepherd,FA,WR,Undisclosed,Questionable,Subscribers Only
A.Q. Shipley,FA,C,Neck,Questionable,Subscribers Only
Justin Shorter,BUF,WR,Hamstring,IR,Subscribers Only
Justin Simmons,DEN,S,Hip,Questionable,Subscribers Only
Lachavious Simmons,FA,OG,Undisclosed,Questionable,Subscribers Only
Dan Skipper,FA,OT,Hamstring,Questionable,Subscribers Only
Tuzar Skipper,FA,LB,Undisclosed,Questionable,Subscribers Only
Ben Skowronek,LAR,WR,Achilles,Questionable,Subscribers Only
Ryan Smenda,FA,LB,Undisclosed,Questionable,Subscribers Only
Geno Smith,SEA,QB,Knee,Questionable,Subscribers Only
Kaden Smith,WAS,TE,Undisclosed,IR,Subscribers Only
Maurice Smith,FA,S,Undisclosed,Questionable,Subscribers Only
Ryan Smith,FA,CB,Suspension,Reserve-Sus,Subscribers Only
Saivion Smith,FA,S,Undisclosed,Questionable,Subscribers Only
Dawuane Smoot,JAX,LB,Achilles,PUP-R,Subscribers Only
Dylan Soehner,FA,TE,Undisclosed,Questionable,Subscribers Only
Baylon Spector,BUF,LB,Hamstring,IR,Subscribers Only
Diontae Spencer,FA,WR,Undisclosed,Questionable,Subscribers Only
Jeremy Sprinkle,FA,TE,Achilles,Questionable,Subscribers Only
DeAndre Square,FA,LB,Undisclosed,Questionable,Subscribers Only
Amon-Ra St. Brown,DET,WR,Abdomen,Questionable,Subscribers Only
Jayson Stanley,FA,CB,Knee,Questionable,Subscribers Only
John Stephens,DAL,TE,Knee - ACL,IR,Subscribers Only
Caden Sterns,DEN,S,Knee,IR,Subscribers Only
Marquez Stevenson,FA,WR,Undisclosed,Questionable,Subscribers Only
Rhamondre Stevenson,NE,RB,Thigh,Questionable,Subscribers Only
Tyarise Stevenson,FA,DT,Shoulder - AC Joint,Questionable,Subscribers Only
Darius Stills,FA,DT,Undisclosed,Questionable,Subscribers Only
Derek Stingley,HOU,CB,Hamstring,IR,Subscribers Only
Eric Stokes,GB,CB,Foot,PUP-R,Subscribers Only
Eli Stove,FA,WR,Knee - ACL,Questionable,Subscribers Only
Cole Strange,NE,OG,Knee,Questionable,Subscribers Only
Chris Streveler,FA,QB,Thumb,Questionable,Subscribers Only
Nate Sudfeld,DET,QB,Knee - ACL,IR,Subscribers Only
Stephen Sullivan,CAR,TE,Hip,IR-R,Subscribers Only
Nick Sundberg,FA,C,Elbow,Questionable,Subscribers Only
Keaton Sutherland,FA,OG,Abdomen,Questionable,Subscribers Only
Jordan Swann,FA,CB,Undisclosed,Questionable,Subscribers Only
Tommy Sweeney,NYG,TE,Undisclosed,NFI-R,Subscribers Only
Donte Sylencieux,FA,WR,Undisclosed,Questionable,Subscribers Only
Teair Tart,TEN,DT,Knee,Questionable,Subscribers Only
Jonah Tavai,FA,DT,Undisclosed,Questionable,Subscribers Only
Calvin Taylor,FA,DE,Undisclosed,Questionable,Subscribers Only
Demetrius Taylor,FA,DT,Suspension,Reserve-Sus,Subscribers Only
Jason Taylor,LAR,S,Groin,IR,Subscribers Only
Jonathan Taylor,IND,RB,Ankle,PUP-R,Subscribers Only
Leonard Taylor,JAX,TE,Undisclosed,IR,Subscribers Only
Vincent Taylor,FA,DT,Achilles,Questionable,Subscribers Only
Cam Taylor-Britt,CIN,CB,Concussion,Questionable,Subscribers Only
Isaac Taylor-Stuart,FA,CB,Undisclosed,Out,Subscribers Only
Marvell Tell,FA,CB,Undisclosed,Questionable,Subscribers Only
Luke Tenuta,GB,OT,Ankle,IR,Subscribers Only
Sam Tevi,FA,OT,Knee - ACL,Questionable,Subscribers Only
Andrew Thomas,NYG,OT,Hamstring,Questionable,Subscribers Only
Isaiah Thomas,FA,DE,Knee,Doubtful,Subscribers Only
Mike Thomas,FA,WR,Shoulder - Labrum,Questionable,Subscribers Only
Stantley Thomas-Oliver,FA,CB,Hamstring,Questionable,Subscribers Only
DeAndre Thompkins,FA,WR,Undisclosed,Questionable,Subscribers Only
Chris Thompson,FA,WR,Undisclosed,Questionable,Subscribers Only
Josh Thompson,FA,S,Undisclosed,Questionable,Subscribers Only
Shaq Thompson,CAR,LB,Lower Leg,IR,Subscribers Only
Tyquan Thornton,NE,WR,Shoulder,IR,Subscribers Only
Levine Toilolo,FA,TE,Achilles,Questionable,Subscribers Only
Zach Tom,GB,OT,Knee,Questionable,Subscribers Only
Shaka Toney,WAS,DE,Suspension,Reserve-Sus,Subscribers Only
Rashad Torrence,FA,S,Knee,Questionable,Subscribers Only
Andrew Trainer,LAC,OT,Undisclosed,IR,Subscribers Only
Cory Trice,PIT,CB,Knee - ACL,IR,Subscribers Only
Jacob Tuioti-Mariner,FA,LB,Knee,Questionable,Subscribers Only
Marlon Tuipulotu,PHI,DT,Triceps,Questionable,Subscribers Only
Laremy Tunsil,HOU,OT,Knee,Questionable,Subscribers Only
DJ Turner,FA,WR,Undisclosed,Questionable,Subscribers Only
Payton Turner,NO,DE,Toe,IR,Subscribers Only
Trai Turner,NO,OG,Quadriceps,IR,Subscribers Only
Michael Tutsie,FA,S,Undisclosed,Questionable,Subscribers Only
Olisaemeka Udoh,MIN,OT,Quadriceps,IR,Subscribers Only
John Ursua,FA,WR,Knee - ACL,Questionable,Subscribers Only
Eyioma Uwazurike,DEN,DT,Suspension,Reserve-Sus,Subscribers Only
AJ Uzodinma,LAC,CB,Undisclosed,IR,Subscribers Only
Halapoulivaati Vaitai,DET,OG,Knee,Questionable,Subscribers Only
Zeke Vandenburgh,MIA,LB,Undisclosed,IR,Subscribers Only
Olivier Vernon,FA,DE,Achilles,Questionable,Subscribers Only
Jason Verrett,FA,CB,Achilles,Questionable,Subscribers Only
Jalen Virgil,DEN,WR,Knee - Meniscus,IR,Subscribers Only
Andrew Vorhees,BAL,OG,Knee - ACL,NFI-R,Subscribers Only
Shaun Wade,NE,CB,Shoulder,Questionable,Subscribers Only
Dalton Wagner,LV,OT,Undisclosed,IR,Subscribers Only
Matt Waletzko,DAL,OT,Undisclosed,IR,Subscribers Only
Michael Walker,FA,WR,Undisclosed,Questionable,Subscribers Only
Tylan Wallace,BAL,WR,Hamstring,IR,Subscribers Only
Austin Walter,LV,RB,Undisclosed,IR,Subscribers Only
Prince Tega Wanogho,KC,OT,Quadriceps,IR,Subscribers Only
Charvarius Ward,SF,CB,Heel,Questionable,Subscribers Only
Carter Warren,NYJ,OT,Undisclosed,IR-R,Subscribers Only
Ar'Darius Washington,BAL,CB,Chest,IR,Subscribers Only
Keith Washington,FA,CB,Wrist,Questionable,Subscribers Only
Parker Washington,JAX,WR,Knee,Doubtful,Subscribers Only
Carlos Watkins,ARI,DT,Biceps,IR,Subscribers Only
Christian Watson,GB,WR,Hamstring,Questionable,Subscribers Only
Deshaun Watson,CLE,QB,Shoulder,Questionable,Subscribers Only
Armani Watts,FA,S,Ankle,Questionable,Subscribers Only
Sterling Weatherford,FA,LB,Undisclosed,Questionable,Subscribers Only
Stephen Weatherly,FA,DE,Knee,Questionable,Subscribers Only
Marcus Webb,FA,DE,Undisclosed,Questionable,Subscribers Only
Ken Webster,FA,CB,Undisclosed,Questionable,Subscribers Only
Josh Wells,FA,OT,Hip,Questionable,Subscribers Only
Barry Wesley,FA,OT,Undisclosed,Out,Subscribers Only
Isaiah Weston,FA,WR,Undisclosed,Reserve-Ret,Subscribers Only
Andrew Whitaker,SEA,CB,Knee,IR,Subscribers Only
Cody White,FA,WR,Undisclosed,Questionable,Subscribers Only
DeAndrew White,FA,WR,Undisclosed,Questionable,Subscribers Only
Drew White,WAS,LB,Knee,PUP-R,Subscribers Only
Javin White,FA,LB,Knee - ACL,Questionable,Subscribers Only
Tre'Davious White,BUF,CB,Achilles,Out,Subscribers Only
Kedrick Whitehead,FA,S,Undisclosed,Questionable,Subscribers Only
Avery Williams,ATL,RB,Knee - ACL,IR,Subscribers Only
Chad Williams,FA,WR,Undisclosed,Questionable,Subscribers Only
Connor Williams,MIA,C,Groin,Questionable,Subscribers Only
Damarion Williams,BAL,CB,Ankle,IR,Subscribers Only
DeShawn Williams,CAR,DT,Elbow,Questionable,Subscribers Only
Duke Williams,FA,WR,Hamstring,Questionable,Subscribers Only
Garrett Williams,ARI,CB,Knee - ACL,NFI-R,Subscribers Only
Jamaal Williams,NO,RB,Hamstring,IR,Subscribers Only
Jarren Williams,FA,CB,Lower Body,Questionable,Subscribers Only
Javonte Williams,DEN,RB,Quadriceps,Questionable,Subscribers Only
Jonathan Williams,FA,RB,Undisclosed,Questionable,Subscribers Only
K'Waun Williams,DEN,CB,Ankle,IR,Subscribers Only
Kyren Williams,LAR,RB,Hip,Questionable,Subscribers Only
Mike Williams,LAC,WR,Knee - ACL,IR,Subscribers Only
Tyrell Williams,FA,WR,Concussion,Questionable,Subscribers Only
Chris Williamson,FA,CB,Undisclosed,Questionable,Subscribers Only
Marcus Willoughby,FA,DE,Undisclosed,Questionable,Subscribers Only
Jeff Wilson,MIA,RB,Ribs,IR,Subscribers Only
Tavon Wilson,FA,S,Foot,Questionable,Subscribers Only
Anthony Witherstone,FA,CB,Toe,Questionable,Subscribers Only
Jake Witt,IND,OT,Hip,IR,Subscribers Only
Samuel Womack,SF,CB,Knee,IR,Subscribers Only
Jelani Woods,IND,TE,Hamstring,IR,Subscribers Only
Josh Woods,ARI,LB,Ankle,Questionable,Subscribers Only
JT Woods,LAC,S,Illness,NFI-R,Subscribers Only
Michael Woods,CLE,WR,Achilles,NFI-R,Subscribers Only
Xavier Woods,CAR,S,Hamstring,Questionable,Subscribers Only
Daryl Worley,BAL,S,Shoulder,Questionable,Subscribers Only
Renell Wren,PIT,DT,Undisclosed,IR,Subscribers Only
Alex Wright,CLE,DE,Chest,Questionable,Subscribers Only
Milton Wright,FA,WR,Undisclosed,Questionable,Subscribers Only
Nahshon Wright,DAL,CB,Ankle,IR,Subscribers Only
Kenny Yeboah,NYJ,TE,Hamstring,IR,Subscribers Only
Dareke Young,SEA,WR,Groin,IR,Subscribers Only
Landon Young,NO,OT,Hip,Questionable,Subscribers Only
Tavon Young,FA,CB,Undisclosed,Questionable,Subscribers Only
Kilian Zierer,HOU,OT,Ankle,IR,Subscribers Only
Justin Zimmer,FA,DT,Undisclosed,Questionable,Subscribers Only
Isaiah Zuber,FA,WR,Undisclosed,Questionable,Subscribers Only
Jabari Zuniga,NO,DE,Undisclosed,Reserve-Ret,Subscribers Only
Shane Zylstra,DET,TE,Knee,IR,Subscribers Only
